Genome Name,Study,Region,Country,Site,Cluster,Year,Mortality,N50,contig_count,total_size,resistance_score,ST,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence,O_genotype,O_locus_variant
KPS_0314,CHRF,Southern Asia,Bangladesh,40,CHRF144,2018,NA,312493,93,5477511,2,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
KPS_0317,CHRF,Southern Asia,Bangladesh,40,CHRF145,2019,NA,273390,143,5688338,2,ST16,KL48,K48,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
KPS_0318,CHRF,Southern Asia,Bangladesh,40,CHRF146,2019,NA,215433,91,5466497,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
KPS_0325,CHRF,Southern Asia,Bangladesh,40,CHRF147,2019,NA,187896,120,5446301,2,ST340,KL19,K19,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
KPS_0327,CHRF,Southern Asia,Bangladesh,40,CHRF148,2019,NA,348310,81,5478277,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0334,CHRF,Southern Asia,Bangladesh,40,CHRF148,2019,NA,344552,80,5465399,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0376,CHRF,Southern Asia,Bangladesh,40,CHRF148,2019,NA,348310,80,5489629,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0384,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,348226,83,5493206,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0386,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,344552,78,5489234,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0329,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,247525,90,5552384,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0330,CHRF,Southern Asia,Bangladesh,41,CHRF149,2019,NA,350709,86,5551751,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0336,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,209804,91,5551947,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0342,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,270158,83,5553157,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0344,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,270158,85,5553408,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0348,CHRF,Southern Asia,Bangladesh,41,CHRF149,2019,NA,270158,85,5553077,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0352,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,350709,80,5551628,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0358,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,270158,88,5552915,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0359,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,258529,90,5549670,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0361,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,350709,78,5552041,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0362,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,203670,77,5539038,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0367,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,350709,88,5548366,3,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0368,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,258543,93,5552449,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0369,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,258453,89,5552660,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0370,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,270158,85,5548581,3,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0372,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,350709,59,5330902,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0373,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,270158,90,5552707,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0377,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,258537,85,5553979,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0378,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,237796,91,5552125,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0379,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,209827,94,5551976,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0380,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,90,5552780,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0382,CHRF,Southern Asia,Bangladesh,41,CHRF149,2020,NA,350709,58,5324456,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0383,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,293706,83,5554322,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0385,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,86,5551492,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0388,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,89,5550132,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0389,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,84,5549904,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0390,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,89,5552622,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0391,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,86,5553320,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0393,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,350709,81,5550273,3,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0394,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,90,5552115,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0395,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,247525,91,5552408,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0396,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,247343,89,5552206,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0397,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,247343,93,5549443,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0398,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,87,5553554,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0399,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,247343,86,5553451,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0402,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,247525,101,5534809,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0406,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,310000,107,5546081,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0407,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,84,5494712,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0409,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,310779,79,5474979,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0410,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,258530,84,5497875,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0414,CHRF,Southern Asia,Bangladesh,41,CHRF149,2020,NA,350709,84,5553411,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0417,CHRF,Southern Asia,Bangladesh,41,CHRF149,2020,NA,310898,78,5470531,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0418,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270182,79,5526284,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0420,CHRF,Southern Asia,Bangladesh,41,CHRF149,2020,NA,372800,73,5553093,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0424,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,258461,109,5518231,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0426,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270182,78,5525366,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0432,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,350709,82,5552822,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0433,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270158,84,5548919,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0437,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,247162,91,5521352,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0438,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,270182,79,5526474,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0439,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,230835,81,5523069,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0440,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,267097,80,5553609,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0441,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,256342,79,5525615,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0443,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,118432,92,5487728,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0446,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,350709,81,5552985,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0455,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,350709,79,5552798,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0459,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,350710,79,5545808,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0465,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,350709,83,5551294,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0415,CHRF,Southern Asia,Bangladesh,41,CHRF149,2020,NA,300910,79,5468152,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0331,CHRF,Southern Asia,Bangladesh,40,CHRF150,2019,NA,214402,94,5635051,2,ST147,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
KPS_0343,CHRF,Southern Asia,Bangladesh,40,CHRF150,2019,NA,206385,95,5635575,2,ST147,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
KPS_0349,CHRF,Southern Asia,Bangladesh,40,CHRF150,2019,NA,206385,98,5635115,2,ST147,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
KPS_0350,CHRF,Southern Asia,Bangladesh,40,CHRF150,2019,NA,196934,98,5635325,2,ST147,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
KPS_0353,CHRF,Southern Asia,Bangladesh,40,CHRF150,2019,NA,196934,92,5635975,2,ST147,KL10,K10,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
KPS_0333,CHRF,Southern Asia,Bangladesh,40,CHRF151,2019,NA,281110,138,5800200,1,ST70,KL136,unknown (KL136),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0339,CHRF,Southern Asia,Bangladesh,40,CHRF151,2019,NA,252955,142,5769212,1,ST70,KL136,unknown (KL136),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0341,CHRF,Southern Asia,Bangladesh,41,CHRF151,2019,NA,322768,151,5771152,1,ST70,KL136,unknown (KL136),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0365,CHRF,Southern Asia,Bangladesh,40,CHRF151,2019,NA,281101,132,5774209,1,ST70,KL136,unknown (KL136),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0337,CHRF,Southern Asia,Bangladesh,40,CHRF152,2019,NA,293315,124,5603368,1,ST22-1LV,KL11,K11,Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0340,CHRF,Southern Asia,Bangladesh,40,CHRF153,2019,NA,182036,134,5529180,2,ST6366,KL54,K54,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0357,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,258549,85,5546802,3,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0366,CHRF,Southern Asia,Bangladesh,40,CHRF149,2019,NA,258519,88,5550097,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0400,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,203670,109,5542540,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0403,CHRF,Southern Asia,Bangladesh,40,CHRF149,2020,NA,60568,225,5488746,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0345,CHRF,Southern Asia,Bangladesh,38,CHRF154,2019,NA,348493,82,5519315,1,ST48,KL124,unknown (KL124),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0346,CHRF,Southern Asia,Bangladesh,40,CHRF155,2019,NA,244400,150,5963629,2,ST895,KL155,unknown (KL155),Typeable,OL13,O13,Typeable,O13,OL13
KPS_0347,CHRF,Southern Asia,Bangladesh,40,CHRF156,2019,NA,293544,152,5678291,2,ST16,KL51,K51,Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0351,CHRF,Southern Asia,Bangladesh,41,CHRF157,2019,NA,268557,74,5249132,1,ST1804,KL38,K38,Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0360,CHRF,Southern Asia,Bangladesh,41,CHRF158,2019,NA,313128,70,5294590,2,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
KPS_0363,CHRF,Southern Asia,Bangladesh,40,CHRF159,2019,NA,108193,135,5516178,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0364,CHRF,Southern Asia,Bangladesh,40,CHRF160,2019,NA,251077,99,5761882,2,ST147,KL48,K48,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
KPS_0371,CHRF,Southern Asia,Bangladesh,40,CHRF161,2019,NA,257649,157,5731884,2,ST43,KL30,K30,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0375,CHRF,Southern Asia,Bangladesh,40,CHRF162,2019,NA,230036,193,5785559,2,ST273,KL141,unknown (KL141),Typeable,O4,O4,Typeable,O4,O4
KPS_0431,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,306255,86,5491898,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0448,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,306320,92,5722526,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0450,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,303296,83,5608488,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0458,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,266410,85,5795338,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0460,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,303301,88,5784788,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0462,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,313152,89,5798271,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0489,CHRF,Southern Asia,Bangladesh,38,CHRF149,2021,NA,270158,81,5548792,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0492,CHRF,Southern Asia,Bangladesh,40,CHRF149,2021,NA,350709,82,5546973,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0531,CHRF,Southern Asia,Bangladesh,40,CHRF149,2021,NA,350710,80,5547943,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0381,CHRF,Southern Asia,Bangladesh,40,CHRF163,2020,NA,347932,119,5496381,2,ST3175-1LV,KL171,unknown (KL171),Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0387,CHRF,Southern Asia,Bangladesh,40,CHRF163,2020,NA,347982,119,5497631,2,ST3175-1LV,KL171,unknown (KL171),Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0554,CHRF,Southern Asia,Bangladesh,40,CHRF148,2021,NA,315032,79,5474824,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0563,CHRF,Southern Asia,Bangladesh,40,CHRF148,2021,NA,315036,78,5474339,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0567,CHRF,Southern Asia,Bangladesh,40,CHRF148,2021,NA,313156,86,5680186,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0392,CHRF,Southern Asia,Bangladesh,41,CHRF164,2020,NA,258612,237,5744922,2,ST147,KL64,K64,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
KPS_0401,CHRF,Southern Asia,Bangladesh,40,CHRF165,2020,NA,237258,127,5688370,2,ST16,KL81,K81,Typeable,OL13,O13,Typeable,O13,OL13
KPS_0404,CHRF,Southern Asia,Bangladesh,40,CHRF166,2020,NA,293544,146,5631134,2,ST16,KL48,K48,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
KPS_0405,CHRF,Southern Asia,Bangladesh,40,CHRF167,2020,NA,293544,88,5593561,2,ST16,KL81,K81,Typeable,OL13,O13,Typeable,O13,OL13
KPS_0408,CHRF,Southern Asia,Bangladesh,40,CHRF168,2020,NA,204688,170,5682100,2,ST70,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0411,CHRF,Southern Asia,Bangladesh,40,CHRF169,2020,NA,164054,185,5623721,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0413,CHRF,Southern Asia,Bangladesh,40,CHRF169,2020,NA,162583,190,5625359,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0479,CHRF,Southern Asia,Bangladesh,40,CHRF169,2021,NA,154759,194,5596768,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0486,CHRF,Southern Asia,Bangladesh,40,CHRF169,2021,NA,150043,200,5593685,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0495,CHRF,Southern Asia,Bangladesh,40,CHRF169,2021,NA,147688,194,5586857,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0412,CHRF,Southern Asia,Bangladesh,40,CHRF169,2020,NA,154758,199,5615939,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0423,CHRF,Southern Asia,Bangladesh,40,CHRF169,2020,NA,154758,190,5624259,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0434,CHRF,Southern Asia,Bangladesh,40,CHRF169,2020,NA,147688,192,5594500,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0436,CHRF,Southern Asia,Bangladesh,40,CHRF169,2020,NA,147688,211,5620267,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0477,CHRF,Southern Asia,Bangladesh,40,CHRF169,2021,NA,164056,196,5622414,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0493,CHRF,Southern Asia,Bangladesh,40,CHRF169,2021,NA,127511,201,5590904,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0508,CHRF,Southern Asia,Bangladesh,40,CHRF169,2021,NA,147744,194,5590187,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0557,CHRF,Southern Asia,Bangladesh,40,CHRF169,2021,NA,114257,206,5610366,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0416,CHRF,Southern Asia,Bangladesh,40,CHRF169,2020,NA,147688,202,5612144,2,ST502,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
KPS_0419,CHRF,Southern Asia,Bangladesh,40,CHRF170,2020,NA,257277,95,5424638,2,ST2482-1LV,KL8,K8,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0421,CHRF,Southern Asia,Bangladesh,40,CHRF170,2020,NA,273655,95,5427680,2,ST2482-1LV,KL8,K8,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0425,CHRF,Southern Asia,Bangladesh,40,CHRF170,2020,NA,273655,88,5428264,2,ST2482-1LV,KL8,K8,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0427,CHRF,Southern Asia,Bangladesh,40,CHRF170,2020,NA,259597,87,5427446,2,ST2482-1LV,KL8,K8,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0428,CHRF,Southern Asia,Bangladesh,40,CHRF170,2020,NA,314988,86,5425526,2,ST2482-1LV,KL8,K8,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
KPS_0429,CHRF,Southern Asia,Bangladesh,40,CHRF171,2020,NA,328149,96,5643808,2,ST336,KL183,unknown (KL183),Typeable,OL13,O13,Typeable,O13,OL13
KPS_0430,CHRF,Southern Asia,Bangladesh,40,CHRF172,2020,NA,328768,81,5441701,2,ST437,KL36,K36,Typeable,O4,O4,Typeable,O4,O4
KPS_0469,CHRF,Southern Asia,Bangladesh,40,CHRF172,2020,NA,328768,73,5442833,2,ST437,KL36,K36,Typeable,O4,O4,Typeable,O4,O4
KPS_0537,CHRF,Southern Asia,Bangladesh,40,CHRF172,2021,NA,328768,74,5441373,2,ST437,KL36,K36,Typeable,O4,O4,Typeable,O4,O4
KPS_0545,CHRF,Southern Asia,Bangladesh,40,CHRF172,2021,NA,212899,82,5441079,2,ST437,KL36,K36,Typeable,O4,O4,Typeable,O4,O4
KPS_0547,CHRF,Southern Asia,Bangladesh,40,CHRF172,2021,NA,269516,82,5441464,2,ST437,KL36,K36,Typeable,O4,O4,Typeable,O4,O4
KPS_0444,CHRF,Southern Asia,Bangladesh,40,CHRF148,2020,NA,315059,90,5798417,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0560,CHRF,Southern Asia,Bangladesh,40,CHRF148,2021,NA,303294,84,5679296,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0435,CHRF,Southern Asia,Bangladesh,41,CHRF173,2020,NA,198506,89,5309085,0,ST1655,KL186,unknown (KL186),Typeable,OL102,OL102,Typeable,OL102,OL102
KPS_0442,CHRF,Southern Asia,Bangladesh,40,CHRF174,2020,NA,300294,104,5595498,2,ST101,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0476,CHRF,Southern Asia,Bangladesh,40,CHRF174,2021,NA,318839,103,5535036,2,ST101,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0471,CHRF,Southern Asia,Bangladesh,40,CHRF148,2021,NA,212807,96,5784998,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0490,CHRF,Southern Asia,Bangladesh,40,CHRF148,2021,NA,315015,85,5785327,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0449,CHRF,Southern Asia,Bangladesh,41,CHRF175,2020,NA,219212,178,5659129,1,ST15,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0452,CHRF,Southern Asia,Bangladesh,40,CHRF176,2020,NA,273151,121,5687259,2,ST16,KL81,K81,Typeable,OL13,O13,Typeable,O13,OL13
KPS_0451,CHRF,Southern Asia,Bangladesh,40,CHRF177,2020,NA,295257,93,5459910,2,ST16,KL51,K51,Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0453,CHRF,Southern Asia,Bangladesh,40,CHRF178,2020,NA,274392,110,5691601,2,ST16,KL81,K81,Typeable,OL13,O13,Typeable,O13,OL13
KPS_0454,CHRF,Southern Asia,Bangladesh,40,CHRF179,2020,NA,293544,90,5460618,2,ST16,KL51,K51,Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0464,CHRF,Southern Asia,Bangladesh,40,CHRF179,2020,NA,273389,92,5458862,2,ST16,KL51,K51,Typeable,O3b,O3b,Typeable,O3b,O3b
KPS_0456,CHRF,Southern Asia,Bangladesh,40,CHRF180,2020,NA,240027,139,5845209,2,ST15,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0461,CHRF,Southern Asia,Bangladesh,40,CHRF181,2020,NA,122428,231,5604332,1,ST540,KL21,K21,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
KPS_0466,CHRF,Southern Asia,Bangladesh,40,CHRF182,2020,NA,257338,132,5760165,2,ST16,KL81,K81,Typeable,OL13,O13,Typeable,O13,OL13
KPS_0540,CHRF,Southern Asia,Bangladesh,40,CHRF182,2021,NA,257317,143,5758905,2,ST16,KL81,K81,Typeable,OL13,O13,Typeable,O13,OL13
