Genome Name	Study	Region	Country	Cluster	neonatal	Year	N50	contig_count	total_size	resistance_score	K_locus	K_type	K_locus_confidence	O_locus	O_type	O_locus_confidence	species	ST	Mortality	O_genotype	Site	O_locus_variant	Cluster7	Cluster14	Cluster56	Cluster365	Cluster1SNP	Cluster2SNP	Cluster3SNP	Cluster5SNP	Cluster10SNP	Cluster15SNP	Cluster20SNP	Cluster25SNP	Cluster50SNP	BioSample
KPS_0348	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	270158	85	5553077	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	38	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054151
KPS_0352	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	350709	80	5551628	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054375
KPS_0358	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	270158	88	5552915	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054147
KPS_0359	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	258529	90	5549670	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054260
KPS_0361	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	350709	78	5552041	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054148
KPS_0362	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	203670	77	5539038	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF194	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054263
KPS_0367	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	350709	88	5548366	3	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF192	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054155
KPS_0368	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	258543	93	5552449	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF200	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054328
KPS_0369	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	258453	89	5552660	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF199	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054330
KPS_0370	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	270158	85	5548581	3	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF192	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054327
KPS_0372	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	350709	59	5330902	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054150
KPS_0373	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	270158	90	5552707	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054264
KPS_0377	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	258537	85	5553979	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054265
KPS_0378	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	237796	91	5552125	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054371
KPS_0379	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	209827	94	5551976	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054257
KPS_0380	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	90	5552780	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054270
KPS_0382	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350709	58	5324456	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	38	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054143
KPS_0383	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	293706	83	5554322	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054331
KPS_0385	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	86	5551492	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054274
KPS_0388	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	89	5550132	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054272
KPS_0389	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	84	5549904	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054140
KPS_0390	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	89	5552622	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054166
KPS_0391	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	86	5553320	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054333
KPS_0393	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350709	81	5550273	3	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF192	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054334
KPS_0394	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	90	5552115	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054137
KPS_0395	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	247525	91	5552408	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054141
KPS_0396	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	247343	89	5552206	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054138
KPS_0397	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	247343	93	5549443	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054342
KPS_0398	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	87	5553554	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054164
KPS_0399	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	247343	86	5553451	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054332
KPS_0402	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	247525	101	5534809	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054278
KPS_0406	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	310000	107	5546081	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054130
KPS_0407	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	84	5494712	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF211	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054115
KPS_0409	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	310779	79	5474979	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF211	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054127
KPS_0410	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	258530	84	5497875	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF211	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054116
KPS_0414	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350709	84	5553411	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	38	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF216	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054277
KPS_0417	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	310898	78	5470531	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	38	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054139
KPS_0418	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270182	79	5526284	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054336
KPS_0420	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	372800	73	5553093	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	38	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF217	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054337
KPS_0424	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	258461	109	5518231	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054343
KPS_0426	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270182	78	5525366	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054283
KPS_0432	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350709	82	5552822	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054340
KPS_0433	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270158	84	5548919	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054279
KPS_0437	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	247162	91	5521352	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054369
KPS_0438	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	270182	79	5526474	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054135
KPS_0439	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	230835	81	5523069	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054285
KPS_0440	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	267097	80	5553609	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF228	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054338
KPS_0441	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	256342	79	5525615	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054129
KPS_0443	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	118432	92	5487728	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF230	CHRF213	CHRF202	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054363
KPS_0446	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350709	81	5552985	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF232	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054117
KPS_0455	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350709	79	5552798	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF240	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054118
KPS_0459	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350710	79	5545808	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054173
KPS_0465	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	350709	83	5551294	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF178	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054120
KPS_0415	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	300910	79	5468152	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	38	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF217	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054273
KPS_0331	CHRF	Southern Asia	Bangladesh	CHRF150	neonate	2019	214402	94	5635051	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST147	NA	O3⍺/O3β	37	O3/O3a	CHRF150	CHRF150	CHRF150	CHRF150	CHRF179	CHRF175	CHRF170	CHRF159	CHRF150	CHRF143	CHRF139	CHRF138	CHRF131	ERS25054259
KPS_0343	CHRF	Southern Asia	Bangladesh	CHRF150	neonate	2019	206385	95	5635575	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST147	NA	O3⍺/O3β	37	O3/O3a	CHRF150	CHRF150	CHRF150	CHRF150	CHRF186	CHRF175	CHRF170	CHRF159	CHRF150	CHRF143	CHRF139	CHRF138	CHRF131	ERS25054322
KPS_0349	CHRF	Southern Asia	Bangladesh	CHRF150	neonate	2019	206385	98	5635115	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST147	NA	O3⍺/O3β	37	O3/O3a	CHRF150	CHRF150	CHRF150	CHRF150	CHRF186	CHRF175	CHRF170	CHRF159	CHRF150	CHRF143	CHRF139	CHRF138	CHRF131	ERS25054380
KPS_0350	CHRF	Southern Asia	Bangladesh	CHRF150	neonate	2019	196934	98	5635325	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST147	NA	O3⍺/O3β	37	O3/O3a	CHRF150	CHRF150	CHRF150	CHRF150	CHRF186	CHRF175	CHRF170	CHRF159	CHRF150	CHRF143	CHRF139	CHRF138	CHRF131	ERS25054346
KPS_0353	CHRF	Southern Asia	Bangladesh	CHRF150	neonate	2019	196934	92	5635975	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST147	NA	O3⍺/O3β	37	O3/O3a	CHRF150	CHRF150	CHRF150	CHRF150	CHRF186	CHRF175	CHRF170	CHRF159	CHRF150	CHRF143	CHRF139	CHRF138	CHRF131	ERS25054376
KPS_0333	CHRF	Southern Asia	Bangladesh	CHRF151	neonate	2019	281110	138	5800200	1	KL136	unknown (KL136)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST70	NA	O1⍺β,2β	37	O1 (O1/O2v2)	CHRF151	CHRF151	CHRF151	CHRF151	CHRF182	CHRF178	CHRF172	CHRF161	CHRF151	CHRF144	CHRF140	CHRF139	CHRF132	ERS25054321
KPS_0339	CHRF	Southern Asia	Bangladesh	CHRF151	neonate	2019	252955	142	5769212	1	KL136	unknown (KL136)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST70	NA	O1⍺β,2β	37	O1 (O1/O2v2)	CHRF151	CHRF151	CHRF151	CHRF151	CHRF184	CHRF178	CHRF172	CHRF161	CHRF151	CHRF144	CHRF140	CHRF139	CHRF132	ERS25054153
KPS_0341	CHRF	Southern Asia	Bangladesh	CHRF151	neonate	2019	322768	151	5771152	1	KL136	unknown (KL136)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST70	NA	O1⍺β,2β	38	O1 (O1/O2v2)	CHRF151	CHRF151	CHRF151	CHRF151	CHRF184	CHRF178	CHRF172	CHRF161	CHRF151	CHRF144	CHRF140	CHRF139	CHRF132	ERS25054383
KPS_0365	CHRF	Southern Asia	Bangladesh	CHRF151	neonate	2019	281101	132	5774209	1	KL136	unknown (KL136)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST70	NA	O1⍺β,2β	37	O1 (O1/O2v2)	CHRF151	CHRF151	CHRF151	CHRF151	CHRF197	CHRF178	CHRF172	CHRF161	CHRF151	CHRF144	CHRF140	CHRF139	CHRF132	ERS25054325
KPS_0337	CHRF	Southern Asia	Bangladesh	CHRF152	neonate	2019	293315	124	5603368	1	KL11	K11	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST22-1LV	NA	O3𝛾	37	O3b	CHRF152	CHRF152	CHRF152	CHRF152	CHRF183	CHRF179	CHRF173	CHRF162	CHRF152	CHRF145	CHRF141	CHRF140	CHRF133	ERS25054144
KPS_0340	CHRF	Southern Asia	Bangladesh	CHRF153	neonate	2019	182036	134	5529180	2	KL54	K54	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST6366	NA	O1⍺β,2β	37	O1 (O1/O2v2)	CHRF153	CHRF153	CHRF153	CHRF153	CHRF185	CHRF180	CHRF174	CHRF163	CHRF153	CHRF146	CHRF118	CHRF117	CHRF111	ERS25054323
KPS_0357	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	258549	85	5546802	3	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF192	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054268
KPS_0366	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2019	258519	88	5550097	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF198	CHRF174	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054269
KPS_0400	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	203670	109	5542540	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF207	CHRF195	CHRF169	CHRF158	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054282
KPS_0403	CHRF	Southern Asia	Bangladesh	CHRF149	neonate	2020	60568	225	5488746	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	NA	O4	37	O4	CHRF149	CHRF149	CHRF149	CHRF149	CHRF208	CHRF196	CHRF188	CHRF177	CHRF149	CHRF142	CHRF138	CHRF137	CHRF130	ERS25054364
KPS_0345	CHRF	Southern Asia	Bangladesh	CHRF154	neonate	2019	348493	82	5519315	1	KL124	unknown (KL124)	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST48	NA	O1⍺β,2⍺	35	O1 (O1/O2v1)	CHRF154	CHRF154	CHRF154	CHRF154	CHRF188	CHRF182	CHRF175	CHRF164	CHRF154	CHRF147	CHRF142	CHRF141	CHRF134	ERS25054381
KPS_0346	CHRF	Southern Asia	Bangladesh	CHRF155	neonate	2019	244400	150	5963629	2	KL155	unknown (KL155)	Typeable	OL13	O13	Typeable	Klebsiella pneumoniae	ST895	NA	O13	37	OL13	CHRF155	CHRF155	CHRF155	CHRF155	CHRF189	CHRF183	CHRF176	CHRF165	CHRF155	CHRF148	CHRF143	CHRF142	CHRF135	ERS25054326
KPS_0347	CHRF	Southern Asia	Bangladesh	CHRF156	neonate	2019	293544	152	5678291	2	KL51	K51	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST16	NA	O3𝛾	37	O3b	CHRF156	CHRF156	CHRF156	CHRF156	CHRF190	CHRF184	CHRF177	CHRF166	CHRF156	CHRF149	CHRF144	CHRF143	CHRF136	ERS25054133
